title,description
"손흥민 동료 은돔벨레, 김민재와 한솥밥 먹나…나폴리 임대설","손흥민(토트넘)의 동료인 탕귀에 은돔벨레(26·프랑스)가 잉글랜드를 떠나 김민재(나폴리)와 같은 유니폼을 입을 가능성이 제기됐다. 유럽축구 이적시장 전문가인 파브리시오 로마노는 14일(현지시간) ""나폴리가... "
"손흥민, 탄탄한 핫바디 공개!...캘빈클라인 엠버서더 발탁","선수 손흥민이 탄탄한 몸매를 공개했다. 피브이에이치 코리아, 캘빈클라인은 8일 대한민국 축구 국가대표 주장이자 아시아 선수 최초로 잉글랜드 프로축구 프리미어리그(EPL) 득점왕에 오른 축구 선수 손흥민이 캘빈클라인... "
카타르월드컵 D-100…언더독 돌풍 예고한 손흥민,우리 대표팀은 EPL 득점왕에 빛나는 '캡틴' 손흥민을 앞세워 16강 이상의 성적에 도전합니다. 김종성... 프리미어리그 득점왕 출신 손흥민을 앞세운 벤투호는 2010년 남아공월드컵 이후 12년 만에 통산 세 번째 16강 진출을... 
"'손흥민 팀동료' 은돔벨레, '김민재 나폴리 팀동료로 변신 눈앞",사진=AFPBBNews 손흥민의 토트넘 홋스퍼 동료 탕귀 은돔벨레(프랑스)가 조만간 김민재(나폴리) 팀동료가 될 전망이다. 영국 일간지 ‘데일리 메일’은 13일(한국시간) “은돔벨레가 나폴리로 완전 이적 옵션이 포함된 임대... 
"손흥민 봉쇄한 첼시 제임스, 심판 판정에 발끈…""답답하다""",사진=MBC 뉴스 캡처 토트넘의 손흥민을 철저히 봉쇄했던 첼시의 리스 제임스가 심판 판정에 발끈했다. 지난... 특히 제임스는 상대 공격수 손흥민을 그림자 수비로 철저하게 봉쇄했다. 영국 '데일리 메일'에 따르면... 
"[오피셜] 'EPL 득점왕' 손흥민, 발롱도르 후보...아시아 역대 최고 순위 도전",손흥민이 또 하나의 전설적인 기록에 도전한다. 발롱도르 주관지 '프랑스 풋볼'은 13일(한국시간) 공식... 발롱도르 최종 후보 30인에 손흥민의 이름도 당당히 등장했다. 2022-23시즌 프리미어리그(EPL) 득점왕에 오른... 
"이번 월드컵, 손흥민보다 김민재","잉글랜드 프로축구 프리미어리그 공동 득점왕에 오른 손흥민이 앞에서 끌고 있고 황희찬, 황의조 같은... 그 점에서 김민재는 어쩌면 손흥민보다 더 16강을 현실화할 대표팀의 무기가 될 수 있다."
'득점왕 손흥민이 다시 뛴다' EPL 6일 개막,"잉글랜드 프리미어리그 득점왕 손흥민(30, 토트넘 홋스퍼)이 다시 뛴다. 2022-2023시즌 프리미어리그가 6일... ◇득점왕 손흥민과 업그레이드 토트넘 손흥민과 토트넘은 6일 밤 11시 영국 런던 토트넘 홋스퍼... "
"개막전 앞둔 토트넘 등번호 확정…손흥민, 새 시즌도 7번 달고 뛴다",손흥민(30·토트넘)이 새 시즌에도 등번호 ‘7번’을 달고 뛴다. 6일(한국시간) 잉글랜드 프로축구 토트넘... 손흥민은 예년과 같이 7번을 배정받았다. 손흥민은 독일 분데스리가에서의 두 번째 팀인 레버쿠젠 시절부터... 
"'한때 천채' 손흥민 절친의 끝없는 추락...""베식타스 관심""","손흥민과 해리 케인, 크리스티안 에릭센과 함께 'DESK'라인을 구축해 토트넘의 상승세를 이끌었다. 영국 '스카이스포츠'는 그런 알리를 보고 ""웨인 루니의 뒤를 이을 차세대 슈퍼스타""라고 평가하기도 했다. 하지만... "
"첼시vs토트넘 경기일정 '손흥민 첫골' 도전가능할까, 중계는?","'토트넘' 손흥민 발롱도르 후보 30인 선정, 득점왕 이어 발롱도르 수상 가능할까?(사진=연합뉴스) 프리미어리그 대기록을 앞둔 '득점왕' 손흥민이 광복절 15일 월요일 새벽, 22-23 PL 2라운드에서 첼시와 토트넘의... "
"토트넘 첫 실점은 손흥민 탓?...""수비에 신경도 안 썼어""",리버풀 감독 출신 그레이엄 수네스는 토트넘 훗스퍼의 첫 실점이 손흥민의 탓이라고 주장했다. 토트넘... 리버풀 감독 출신인 수네스는  경기 후 손흥민을 비판했다. 그의 '안일한' 수비가 토트넘의 첫 실점으로... 
"바지 단추 풀고...손흥민, 파격 노출 '속옷' 화보 떴다 (사진 2장)",축구선수 손흥민의 ‘언더웨어’ 화보가 공개됐다. 과감한 노출을 시도해 눈길을 끌고 있다. 8일... 축구선수 손흥민이 캘빈클라인 언더웨어의 새로운 한국 앰배서더로 등장할 것이라고 발표했다. 같은 날 캘빈클라인 공식... 
"'데뷔 10주년' 케인, 단짝 손흥민 언급 ""쏘니는 환상적!""","해리 케인(29)이 단짝 손흥민(30)을 언급했다. 케인은 데뷔 10주년을 맞았고, 토트넘 공식 SNS 등 다양한... 이 질문 중 하나로 한 팬이 ""손흥민 선수와 함께 뛰는 것이 어떤지 말해주세요""라는 질문을 던졌다. 케인은... "
"손흥민 첫 경기 공격포인트…토트넘, 사우샘프턴에 4대1 승리",잉글랜드 프리미어리그(EPL) 토트넘이 새 시즌 개막전에서 단짝 손흥민과 케인의 골 없이도 3점차 대승을 올리며 좋은 출발을 알렸다. 득점을 올리진 못했지만 손흥민은 결정적인 결승골을 돕는 공격포인트를 올리며 팀... 
"손흥민, 2년 연속 '득점왕' 오를까? EPL 주말 개막","손흥민 선수의 시원한 골 기다리는 팬들 많죠. 이번 주말부터 잠 못 드는 축구의 밤이 다시 찾아옵니다. 잉글랜드 프리미어리그 새 시즌이 시작되는데, 현지에서도 손흥민을 향한 기대가 높아지고 있습니다. 오선민... "
EPL 새 시즌 6일 개막…손흥민 득점왕 2연패 도전,지난 시즌 아시아 선수 최초로 EPL 득점왕(23골)에 오른 손흥민(30·토트넘)이 활약하고 있기에 많은 관심이 쏠린다. 손흥민의 소속팀 토트넘은 한국시간 6일 오후 11시 안방인 영국 런던 토트넘 홋스퍼... 
"'손흥민-케인 침묵' 토트넘, 첼시에 0-1로 끌려가 (전반 종료)","케인, 손흥민, 쿨루셉스키, 세세뇽, 호이비에르, 벤탄쿠르, 에메르송, 데이비스, 다이어, 로메로, 요리스가... 토트넘은 손흥민을 중심으로 첼시의 뒷공간을 노렸지만, 견고한 수비진에 여러 차례 막혔다. 시간이 지날수록... "
"“놀라운 기량 가졌다” 손흥민, ‘경쟁자’ 히샬리송 극찬",프리미어리그 개막전에서 도움 1개를 기록하며 좋은 출발을 보인 손흥민(30)이 이번 이적 시장에서 토트넘 홋스퍼에 합류한 히샬리송(25·브라질)을 칭찬했다. 손흥민은 9일(이하 한국시각) 영국 풋볼런던과의 인터뷰에서... 
"손흥민, 개막전서 역전 결승골 도움…토트넘, 사우샘프턴에 4-1 대승",손흥민(30·토트넘 홋스퍼)이 잉글랜드 프로축구 프리미어리그(EPL) 개막전에서 역전 결승골을 도우며 팀의 대승에 기여했다. 손흥민은 6일(한국시간) 영국 런던의 토트넘 홋스퍼 스타디움에서 열린 2022-2023 EPL 토트넘과... 
"'EPL 득점왕' 손흥민, 발롱도르 후보 30인 선정…메시 2005년 이후 첫 제외",손흥민이 2022년 발롱도르 최종 후보 30인 내에 포함됐다. 프랑스 매체 '프랑스 풋볼'의 주관으로 주어지는... 세계 최고의 선수들 가운데 손흥민도 당당히 이름을 올렸다. 손흥민은 지난 시즌 잉글랜드 프리미어리그(EPL)... 
"황의찬 '손흥민과 경기 특별, 좋은모습 보여주겠다' 토트넘-울버햄튼 중계 경...",사진=MBC 나혼자산다 방송캡쳐 영국 프리미어리그 울버햄튼 원더러스FC 소속 황의찬이 손흥민과의 경기에... 특히 20일은 황희찬 소속 울버햄튼과 손흥민이 소속된 토트넘 홋스퍼FC의 맞대결이 앞두고 있어 시청자와... 
게임 속 손흥민도 '흥흥장구',"잉글랜드 프로축구 프리미어리그(EPL) 득점왕에 올랐던 손흥민(토트넘·춘천 출신)이 축구게임 속 종합... 손흥민의 오버롤을 90점, 전체 8위로 예상됐다. 이는 지난해 FIFA22(89점)보다 1점 더 오른 점수다. 손흥민은... "
"개막전 대승에도 방심 없는 손흥민 ""좋은 스쿼드가 곧 성공은 아냐""","잉글랜드 프리미어리그(EPL) 토트넘 홋스퍼의 손흥민이 이번 시즌 팀이 좋은 스쿼드를 갖췄다고 만족감을... 토트넘은 이번 시즌 손흥민과 해리 케인 등 주축 선수들이 건재한 데다 이반 페리시치, 프레이저 포스터... "
"'1도움' 손흥민, 개막전부터 공격 포인트…사우샘프턴 4-1 완파",토트넘 홋스퍼의 손흥민(30)이 2022-2023시즌 잉글랜드 프리미어리그(EPL) 개막전부터 공격 포인트를 기록하며... 이날 선발 출전한 손흥민은 팀이 1-1로 팽팽하게 맞선 전반 31분 에릭 다이어의 역전골을 도와 공격 포인트를... 
손흥민 절친 알리의 몰락... “튀르키예로 간다”,"손흥민(30, 토트넘 홋스퍼)의 절친인 델레 알리(26, 에베턴)가 프리미어리그를 떠난다는 소식이 전해졌다. 행선지는 튀르키예다. 터키 ‘Fotomaç’은 16일 “에버턴 소속이자 전 잉글랜드 국가대표 미드필더 알리가... "
"손흥민, ‘잠 못드는 밤’들이 또 온다",2년 연속 득점왕에 도전하는 토트넘 손흥민 덕(?)에 ‘잠 못 드는 밤’들도 다시 찾아온다. 새 시즌 손흥민은 2년 연속 득점왕 등극에 도전한다. 득점포 예열은 순조롭게 마쳤다. 한국에서 가진 2경기를 포함해 프리시즌... 
"'손흥민 80분·케인 극장 동점골' 토트넘, 첼시와 2-2 무승부"," 손흥민(30·토트넘 홋스퍼)이 풀타임을 소화한 가운데, 토트넘이 첼시와 비겼다. 토트넘은 15일(이하... 관심을 모았던 손흥민은 선발출전해 80분을 소화했지만 공격포인트를 올리는 데 실패했다. ⓒAFPBBNews = News1 먼저... "
"""그릴리시보다 손흥민! 반박불가"" 英해설위원 냉정한 평가","""손흥민이 잭 그릴리시보다 훨씬 낫지!"" 제이미 오하라 토크스포츠 해설위원이 '토트넘 스타' 손흥민이 '맨시티 공격수' 잭 그릴리시보다 낫다고 평했다. 토트넘은 2015년 바이에른 레버쿠젠에서 2200만 파운드(약 348억원)... "
"""아름다운 터치 보여줬다""…'1도움' 손흥민, 평점 8점",손흥민이 개막전에서 평점 8점을 받았다. 토트넘은 6일(한국시간) 영국 런던 토트넘 홋스퍼 스타디움에서 열린 사우샘프턴과의 2022-23시즌 EPL 1라운드 홈경기에서 4-1로 이겼다. 왼쪽 측면 공격수로 선발 출전한 손흥민은... 
"'손흥민 얼굴 가격→퇴장' 홀딩, 감정조절 실패...""1vs1 주면 안되잖아""",아스널 수비수 롭 홀딩은 손흥민을 가격한 자신의 행동보다는 팀원들을 탓했다. 글로벌 매체 '아마존 프라임... 토트넘과의 중요한 북런던 더비에서 홀딩은 손흥민 전담 수비수로 나섰다. 그때 손흥민은 모하메드 살라와... 
"손흥민, EPL 개막전부터 공격 포인트 기록…다이어 역전골 도움",토트넘 홋스퍼의 손흥민(30)이 2022-23시즌 잉글랜드 프리미어리그(EPL) 개막전부터 공격포인트를 올렸다. 손흥민은 6일(한국시간) 영국 런던 토트넘 홋스퍼 스타디움에서 열리고 있는 사우샘프턴과의 EPL 1라운드... 
"임영웅, 팬 서비스 가장 잘해주는 스타 1위…아이유·손흥민 2·3위",사진=물고기뮤직 3위는 950표(9%)로 손흥민이 선정됐다. 아시아 선수 최초로 잉글랜드 프리미어리그(EPL) 득점왕에 오른 손흥민은 뛰어난 실력과 팬 서비스로 팬들의 사랑을 받는 선수로 자리매김했다. 최근 소속팀... 
"[화보]손흥민, 캘빈클라인 언더웨어 앰버서더로 발탁","손흥민, 캘빈클라인 언더웨어 앰버서더로 발탁 피브이에이치 코리아 캘빈클라인은 대한민국 축구 국가대표 주장이자 아시아 선수 최초로 잉글랜드 프로축구 프리미어리그 득점왕에 오른 축구선수 손흥민이... "
"'사우샘프턴 킬러' 손흥민, EPL 개막전부터 골 사냥 펼친다","지난 시즌 잉글랜드 프리미어리그(EPL) 득점왕에 오른 '쏘니' 손흥민(30·토트넘 홋스퍼)이 새 시즌... 지난 시즌 EPL서 23골을 기록, 모하메드 살라(리버풀)와 함께 공동 득점왕에 올랐던 손흥민은 그 상승세를 이어가고... "
"손흥민·김민재, 유럽서 주목해야 할 亞 축구선수 7인에 선정",대표하는 손흥민(토트넘)과 김민재(나폴리)가 2022-23시즌 유럽 축구에서 주목해야 하는 아시아 선수 7인에 선정됐다. ESPN은 5일(현지시간) 이번 시즌 유럽 축구에서 지켜봐야 하는 아시아 스타 7인을 뽑았다. 손흥민의... 
"손흥민, 골든부트 한쪽 더 모은다…홀란드, 살라흐 비켜~",유럽축구 개막이 임박한 가운데 손흥민(30·토트넘)이 잉글랜드 프리미어리그(EPL) 득점왕 자리를 수성할 수... 손흥민은 지난 시즌 리그에서 23골을 넣어 아시아 선수 최초로 프리미어리그 공동 득점왕에 올랐다. 평생... 
"손흥민, EPL 개막전 선발 출격…케인·쿨루세브스키와 삼각편대",손흥민(30)이 새 시즌 잉글랜드 프로축구 프리미어리그(EPL) 개막전에 선발 출격한다. 손흥민은 6일 오후 11시 영국 런던의 토트넘 홋스퍼 스타디움에서 킥오프하는 토트넘의 2022-2023시즌 EPL 개막전을 1시간 앞두고... 
"[오피셜] 'EPL 득점왕' 손흥민, 이름 석자 당당히 등재...2022 발롱도르 후보...",손흥민(토트넘 훗스퍼)이 2022 발롱도르 후보에 당당히 이름을 올렸다. 발롱도르 주관지 '프랑스 풋볼'은... 2021-22시즌 잉글리시 프리미어리그(EPL) 득점왕을 차지했던 대한민국의 손흥민이 발롱도르 후보에 포함됐다.... 
[EPL POINT] 손흥민 꽁꽁 묶은 '제임스 시프트'...투헬 노림수 통했다,"손흥민을 꽁꽁 묶은 리스 제임스 시프트는 매우 성공적이었다. 첼시는 15일 오전 0시 30분(한국시간) 영국... 제임스와 치크를 우측에 배치한 건 손흥민, 라이언 세세뇽을 견제하기 위한 목적이 컸다. 강력한 공격력을 지닌... "
"손흥민, 개막전에서 결승골 어시스트",손흥민 선수가 새 시즌 개막전에서 결승골을 어시스트하며 토트넘의 대승을 이끌었습니다. 울버햄튼 황희찬도 개막전부터 도움을 기록했습니다. 김형열 기자입니다. <기자> 6만여 홈 팬들의 뜨거운 응원 속에 손흥민... 
"주말 '프리미어리그' 경기일정, 토트넘 손흥민 중계시간 '황희찬 맞대결'","손흥민 (출처=토트넘sns) 22-23 영국 프리미어리그(PL) 토트넘 경기일정, 손흥전 선발라인업 여부... 한국축구 국가대표 손흥민과 황희찬의 맞대결이 기대된다. 축구중계방송채널은 TV채널 스포티비 온(SPOTV ON)... "
"손흥민, 프리미어리그 개막전부터 공격 포인트…토트넘 2대 1 역전 골 도움",잉글랜드 프로축구 토트넘의 손흥민(30)이 새 시즌 개막전부터 공격 포인트를 기록했습니다. 손흥민은 영국 런던의 토트넘 홋스퍼 스타디움에서 열린 2022-2023시즌 잉글랜드 프리미어리그 1라운드 사우스햄튼과 홈경기에... 
"'개막전 도움 합작' 손흥민, 팀 내 평점 2위…황희찬은 최고 평점","기사내용 요약 손흥민, 사우샘프턴 상대로 1도움…토트넘 4-1 역전승 황희찬도 경기 시작 6분 만에 도움... 국가대표 손흥민(토트넘)과 황희찬(울버햄튼)이 나란히 2022~2023시즌 개막전에서 도움을 기록했다. 손흥민은 팀... "
[EPL개막①] 다시 득점왕 도전하는 손흥민…꾸준함 필요한 황희찬,차지했던 손흥민(30·토트넘)이 두 시즌 연속 '골든 부트(득점왕 트로피)'에 도전한다. EPL 무대 적응을 마친 황희찬(26·울버햄튼)도 자신의 두 번째 시즌을 앞두고 자신감을 보이고 있다. ◇ 이제는 월드클래스 손흥민... 
"손흥민보다 머리는 낫네… 이강인, 개막전서 명품 헤더 보여주다[스한 스틸컷...", 이강인(21·레알 마요르카)이 개막전부터 선발 출전 기회를 얻었다. 자신의 장기인 탈압박과 왼발킥 외에도 명품 헤더를 보여주며 주전 경쟁력을 증명했다. 후반 21분 이강인의 헤더. ⓒSPOTV 중계화면 캡처 마요르카는... 
"[EPL 리뷰] '케인 추가시간 극적 동점골' 토트넘, 첼시와 2-2 무...손흥민 80...","에메르송-손흥민, 쿨루셉스키-케인 첼시(3-4-2-1) : 멘디(GK)-쿨리발리, 실바, 제임스-쿠쿠렐라, 조르지뉴, 캉테... 토트넘은 손흥민을 중심으로 첼시의 뒷공간을 노렸지만, 견고한 수비진에 여러 차례 막혔다. 시간이... "
"[토트넘 첼시] 손흥민, 첼시전 선발 출격... 리그 첫 골 정조준",손흥민은 첼시전에 선발로 나선다. /토트넘 홋스퍼 트위터  손흥민(30·토트넘 홋스퍼)이 2022-2023시즌 잉글리시 프리미어리그(EPL) 첫 골을 노린다. 손흥민은 15일 오전 12시 30분(이하 한국 시각) 잉글랜드 런던... 
"토트넘 손흥민 중계, 월 4900원에 볼 수 있다?","손흥민, 류현진, 황희찬 등 코리안리거가 소속된 팀의 전 경기를 볼 수 있다. 단, 월 최대 5개의 팀만... 손흥민 경기를 보고자 하는 사람은 'SPOTV NOW 스포츠 무제한 이용권'을 선택한 후 'MY 코리안리거'에 '손흥민'을... "
"[SC이슈]손흥민의 언더웨어 모델 발탁, 美 유명 패션지도 주목! ""국제적인 축...",손흥민의 언더웨어 모델 데뷔를 미국의 유명 패션지도 주목했다. 미국의 패션산업지인 우먼스 웨어 데일리(WWD)는 7일(현지시각) 손흥민이 캘빈클라인 속옷의 앰버서더로 발탁됐다는 내용을 보도했다. 브랜드가 공개한... 
"‘손흥민 득점왕 반영됐다!’ FIFA23 종합능력치, 프리미어리그 공동 2위","‘프리미어리그 득점왕’ 손흥민(30, 토트넘)이 게임에서도 능력을 인정받았다. 출시를 앞두고 있는... 지난 시즌 23골을 터트려 모하메드 살라와 함께 프리미어리그 공동 득점왕에 오른 손흥민이 능력치도 상향조정된... "
"""애쓰긴 했는데""...영향력 적었던 손흥민 향해 쏟아진 아쉬운 평가","리스 제임스 집중 견제 속 분투한 손흥민에게 아쉬운 평가가 이어졌다. 토트넘 훗스퍼는 15일 오전 0시 30분... 손흥민은 1라운드와 같이 해리 케인, 데얀 쿨루셉스키와 공격진을 구성했다. 토마스 투헬 감독은 손흥민이... "
"""EPL에서 가장 과대평가된 선수"" ""확실한 조크맨"" 팬들, 손흥민 부진 '질타'","팬들의 분노에 휩싸인 선수 중 손흥민도 있었다. 그러면서 손흥민을 비난한 트위터를 소개했다. ""정신 차려라, 손흥민. 넌 확실한 조크맨이야."" ""사우스햄튼전서도 형편없더니 오늘은 정말..."" ""안토니오 콘테 감독이 오늘은... "
"손흥민, 2년 연속 득점왕 도전...EPL 2022~23시즌 개봉박두",2년 연속 잉글랜드 프리미어리그 득점왕에 도전하는 손흥민. 사진=AP PHOTO 울버햄프턴에서 두 번째 시즌을 보내는 황희찬. 사진=AP PHOTO ‘슈퍼소니’ 손흥민(30·토트넘)이 2년 연속 잉글랜드 프리미어리그(EPL) 득점왕... 
"""전반전엔 공도 잡지 못했다"" 손흥민, 첼시전 평점 5점→최하위","누구도 웃을 수 없었던 경기에서 손흥민은 침묵을 지켰다. 이날 선발로 나선 손흥민은 고군분투했지만 공격포인트를 기록하지 못했다. 축구 통계 매체 '후스코어드' 기준 슈팅 2회, 키패스 1회, 클리어 2회 등을 기록했을... "
"손흥민, 캘빈클라인 언더웨어 2022 가을 캠페인에 새로운 엠버서더로 발탁",축구선수 손흥민이 캘빈클라인 언더웨어의 새로운 한국 엠버서더로 등장할 것이라고 발표했다. 손흥민은 캘빈클라인 언더웨어 2022 가을 컬렉션을 착용한 독점 캠페인에 출연할 예정이다.손흥민은... 
"손흥민, EPL 개막전부터 공격포인트...현지언론도 찬사 일색",잉글랜드 프리미어리그 토트넘 홋스퍼에서 활약 중인 손흥민. 사진=AP PHOTO 잉글랜드 프리미어리그(EPL) 득점왕 2연패에 도전하는 손흥민(30·토트넘)이 새 시즌 개막전부터 공격포인트를 기록하며 올 시즌 큰 활약을... 
"개막전부터 결승골 도운 손흥민…토트넘, 사우샘프턴에 4-1 완승(종합)",쿨루세브스키 1골 1도움 만점 활약…역전 결승골은 다이어가 책임져 손흥민(30)이 잉글랜드 프로축구... 풀타임을 소화한 손흥민은 1-1로 팽팽하던 전반 31분 센터백 에릭 다이어의 역전 결승골을 도우며 시즌 첫... 
"내 세금 폭탄은 걱정 안 해도, ‘월클’ 손흥민 세금은 걱정된다? [라인업]","라인업 ‘손흥민 회계법인 출몰’ 영상 175만 뷰 성실한 납세자 손흥민, 세금도 월드클래스? 이상하고 신기한 세법, 변호사에게 물었더니 [세상의 모든 줄서기, 라인업!] 안녕하세요. ‘세상의 모든 줄서기, 라인업!’... "
"[S크립트] 손흥민, 경고 유도+득점 관여했지만...아쉬웠던 경기력",손흥민(30)이 80분간 그라운드를 누볐지만 공격포인트를 기록하지 못했다. 토트넘 핫스퍼는 15일(한국시간)... 손흥민은 왼쪽 윙포워드로 선발 출전했지만 큰 활약을 보이지 못했다. 전반 4분 페널티박스 오른쪽 외곽에서... 
"황의조, 손흥민과 맞대결 하나…EPL 3개팀 영입 관심",확고한 주전 알렉산다르 미트로비치의 백업 자원을 물색 중이다. 승격 팀 노팅엄 포레스트는 전력 보강을 위해 이번 여름 적극적인 영입에 나서고 있다. 황의조가 EPL에 진출한다면 손흥민과의 맞대결을 지켜볼 수 있다.
"“내가 못 올 곳에서 왔나 생각도⋯” 손흥민, 팬들 또 울렸다",손흥민이 또 한 번 팬들의 마음을 울렸다. 현지시간 지난 12일 싱가포르의 맥주 브랜드 타이거 비어는 손흥민을 단독 모델로 내세운 영상 광고를 공개했다. 1분 길이의 이 영상에서 손흥민은 락커룸으로 걸어 들어가는... 
"‘손흥민 1도움’ 토트넘, 개막전 신속하고 무자비 했다","사우샘프턴에 골-골-골-골, 4대1 대승, 손흥민 1도움 토트넘이 홈 개막전에서 사우샘프턴을 상대로 완승하며... 토트넘은 손흥민, 해리 케인, 데얀 쿨루셉스키를 전방에, 로드리고 벤탄쿠르, 피에르 에밀 호이비에르... "
"'득점왕' 손흥민, '난적' 첼시 상대로 새 시즌 첫 골 사냥",프리미어리그 득점왕 손흥민이 난적 첼시를 상대로 새로운 시즌 첫 득점에 도전한다. 토트넘 홋스퍼는 오는... 개막전에 선발 출장한 손흥민도 다이어의 득점을 도와 개막전에 시즌 첫 공격포인트를 올렸다. 그는 이제... 
"손흥민 EPL 랭킹 5위, ""가장 믿음직스럽고 폭발적인 공격수""",손흥민(30·토트넘)이 2022-23시즌 잉글랜드 프리미어리그(EPL) 선수 랭킹 '톱 5'에 선정됐다. ESPN은 6일... 지난 시즌 아시아 선수 최초로 공동 득점왕 타이틀을 차지한 손흥민은 5위에 이름을 올렸다. 매체는 선수들의... 
시즌 첫 골은 첼시전서… 예열 끝낸 손흥민,손흥민(30·토트넘 홋스퍼)이 강호 첼시FC를 상대로 시즌 첫 골을 노린다. 손흥민은 15일 0시 30분(한국시간) 영국 런던의 스탬퍼드 브리지에서 열리는 2022-2023 잉글랜드 프로축구 프리미어리그(EPL) 토트넘과 첼시의... 
"'케인 결승골' 토트넘, 울버햄튼 1-0 제압…손흥민 선발·황희찬 교체 출전, ...","토트넘 손흥민은 선발 출전해 골대 불운으로 시즌 첫 골을 놓친 후 교체돼 물러났고, 울버햄튼 황희찬은... 관심을 모았던 손흥민과 황희찬의 시즌 첫 '코리안 더비'는 불완전하게 이뤄졌다. 손흥민이 선발 출전해 후반... "
"손흥민, `캘빈클라인 언더웨어` 한국 엠버서더에 선정","축구선수 손흥민이 캘빈클라인 언더웨어의 새로운 한국 엠버서더로 등장할 것이라고 발표했다. 손흥민은 캘빈클라인 언더웨어 2022 가을 컬렉션을 착용한 독점 캠페인에 출연할 예정이다. 손흥민은 ""캘빈클라인... "
"‘개막전 AS’ 손흥민, 역대급 시즌에 도전하다!",‘손세이셔널’ 손흥민(30·토트넘)은 7일(한국시간) 런던 토트넘 홋스퍼 스타디움에서 끝난 사우샘프턴과... 지난 시즌 리그 득점왕에 오른 손흥민을 차단하기 위해 상대는 강한 압박에 나섰으나 소용없었다.... 
"[종합]'토트넘' 손흥민 발롱도르 후보 30인 선정, 득점왕 이어 발롱도르 수상...","'토트넘' 손흥민 발롱도르 후보 30인 선정, 득점왕 이어 발롱도르 수상 가능할까?(사진=연합뉴스) 잉글랜드 프로축구 프리미어리그 토트넘에서 활약하는 손흥민(30)이 세계적인 권위의 축구 시상인 발롱도르 후보... "
"EPL 6일 킥오프… 손흥민, 득점왕에 발 맞춘다",‘월드 클래스’ 손흥민(30·토트넘 홋스퍼)은 2시즌 연속 EPL 득점왕에 도전한다. 세계 최고 프로축구 리그 EPL 2022-2023시즌이 6일 막을 올리며 9개월간의 대장정에 들어간다. 손흥민의 소속팀 토트넘은 6일 오후 11시 영국... 
"손흥민, 새 시즌도 등번호 ‘7번’ 달고 뛴다…토트넘, 개막 앞두고 공개",‘득점왕’ 손흥민(30·토트넘)이 새 시즌에도 등번호 ‘7번’을 달고 뛴다. 잉글랜드 프로축구 토트넘... 손흥민은 예년과 같이 7번을 배정 받았다. 손흥민은 독일 분데스리가에서의 두 번째 팀인 레버쿠젠 시절부터... 
"'토트넘' 손흥민, 개막전 1도움 '역전승' 이끌어",손흥민이 다이어의 역전 결승골을 돕고 기뻐하고 있다. 사진= 연합뉴스  잉글랜드 프로축구 프리미어리그(EPL) 토트넘 한국인 공격수 손흥민이 시즌 개막전부터 공격포인트를 올렸다. 토트넘은 7일(한국시간) 영국... 
[오피셜] 발롱도르 30인에 손흥민 있고 메시-네이마르 없다,이런 변화에도 손흥민(토트넘 홋스퍼)은 당당히 이름을 올렸다. 손흥민은 지난 시즌 최고의 활약을 펼쳤다. 잉글랜드 프리미어리그(PL)에서 23골을 넣으며 모하메드 살라(리버풀)와 함께 공동 득점왕에 올랐다. 토트넘이... 
"""손흥민X김민재..."" 새시즌 유럽이 주목할 亞스타 7인[英매체]",'EPL 득점왕' 손흥민(토트넘)과 새 시즌 나폴리 유니폼을 입은 '괴물수비수' 김민재가 단연 톱 그룹에 이름을 올렸다. ESPN은 손흥민의 이름을 가장 먼저 언급한 후 '이 리스트에서 가장 확실한 후보'라고 썼다. '손흥민은 현... 
"하나금융, 손흥민 앞세운 그룹 캠페인 광고 선보여",하나금융그룹은 잉글랜드 프로축구 토트넘 홋스퍼의 공격수 손흥민을 모델로 한 그룹 캠페인 영상 광고를... 손님이 미래 금융에 바라는 소원을 손흥민이 이뤄주는 장면을 통해 ‘신뢰·혁신·플랫폼’이라는 그룹이... 
"춘천듀오 손흥민-황희찬, EPL 개막전 1도움씩 맹활약",잉글랜드 프로축구 프리미어리그(EPL) 토트넘 홋스퍼의 손흥민이 개막전 승리에 힘을 보탰다. 토트넘은 사우샘프턴과의 경기에서 4-1 대승을 거뒀다. 손흥민은 7일(한국시간) 영국 런던의 토트넘 홋스퍼 스타디움에서... 
"손흥민, 2년 연속 EPL 득점왕 가자",'손세이셔널'손흥민(30ㆍ토트넘 핫스퍼)이 2년 연속 잉글랜드 프로축구 프리미어리그(EPL) 득점왕에 도전한다. 손흥민 세계 최고의 프로축구 리그로 꼽히는 EPL의 2022-2023시즌이 6일 오전 4시 리그 개막전인 크리스털... 
"美 여성 패션잡지, 손흥민 속옷 모델 비중있게 보도 “치명적 섹시美”",미국의 세계적 패션 산업지 우먼스 웨어 데일리(WWD)가 월드스타 손흥민의 속옷 모델을 비중있게 보도했다. WWD는 7일(현지시간) 홈페이지 톱뉴스 바로 밑에 손흥민이 캘빈클라인 속옷 앰버서더로 나섰다는 내용을 전했다.... 
케인은 왜 손흥민에게 화를 냈을까,해리 케인과 영혼의 듀오 손흥민에게 불만을 표출했다. 토트넘은 6일(한국시간) 토트넘 홋스퍼 스타디움에서 열린 ‘2022-23 잉글리시 프리미어리그’ 사우스햄튼과의 개막전서 4-1 대승을 거뒀다. 이날 선발 출전한 손흥민... 
